text	who	ageGroup	soc	sex	u	s	w	c	unclear
KSV	KSVPSUNK	X	UU	u	300	2	3	2	299
KSV	PS1BY	Ag1	AB	m	2455	3387	24521	4042	115
KSV	PS1C0	X	UU	u	262	275	2696	322	17
KSV	PS1K2	X	UU	u	13	13	74	17	2
KSV	PS1K3	X	UU	u	485	478	3262	409	42
KSV	PS1K4	X	UU	u	241	281	1525	349	9
KSV	PS1K5	X	UU	u	1354	1416	8283	1375	66
KSV	PS1K6	X	UU	u	67	65	426	56	1
KSV	PS1K7	X	UU	u	103	97	611	59	3
KSW	KSWPSUGP	X	UU	u	0	0	0	0	0
KSW	KSWPSUNK	X	UU	u	49	49	224	53	6
KSW	PS6SG	Ag0	UU	m	141	192	965	248	12
KSW	PS6SH	Ag0	UU	f	288	530	3955	747	41
KSW	PS6SJ	Ag0	UU	f	46	71	372	97	4
KSW	PS6SK	X	UU	m	188	205	763	235	10
KSW	PS6SL	X	UU	m	47	52	188	60	3
